Mun;Referen;N.Fijo ;D;Pal;Nlo;Nuc;Cvia;Descripción Vía               ;Npor;Es;Pl;Man;De;Superfic
069;8696317;4037597;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B5 ;G ;    15,00;
069;8696317;4037598;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B6 ;G ;    12,00;
069;8696317;4037599;B;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B7 ;G ;    12,00;
069;8696317;4037600;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B8 ;G ;    12,00;
069;8696317;4037601;F;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B9 ;G ;    12,00;
069;8696317;4037602;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B10;G ;    12,00;
069;8696317;4037603;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B11;G ;    12,00;
069;8696317;4037604;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B12;G ;    12,00;
069;8696317;4037605;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B13;G ;    12,00;
069;8696317;4037606;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B14;G ;    12,00;
069;8696317;4037607;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B15;G ;    12,00;
069;8696317;4037608;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B16;G ;    12,00;
069;8696317;4037609;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B17;G ;    12,00;
069;8696317;4037610;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;B18;G ;    12,00;
069;8696317;4037933;C;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;B85;G ;    14,00;
069;8696317;4037935;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D86;G ;    12,00;
069;8696317;4037936;D;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D87;G ;    12,00;
069;8696317;4037937;L;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D88;G ;    12,00;
069;8696317;4037938;T;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D89;G ;    15,00;
069;8696317;4037939;E;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D90;G ;    12,00;
069;8696317;4037940;C;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D91;G ;    17,00;
069;8696317;4037941;K;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D92;G ;    15,00;
069;8696317;4037942;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D93;G ;    11,00;
069;8696317;4037943;D;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D94;G ;    12,00;
069;8696317;4037944;L;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D95;G ;    15,00;
069;8696317;4037945;T;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;D96;G ;    11,00;
069;8696317;5000303;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;00;C2 ;C ;    41,00;
069;8696317;5000772;F;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;00;B  ;C ;    71,00;
069;8696317;5003574;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;11;B  ;V ;    74,00;
069;8696317;5004704;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;C61;G ;     7,50;
069;8696317;5013602;B;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A2 ;G ;    15,00;
069;8696317;5013603;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A3 ;G ;    15,00;
069;8696317;5013604;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A4 ;G ;    15,00;
069;8696317;5013605;C;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A5 ;G ;    15,00;
069;8696317;5013606;K;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A6 ;G ;    15,00;
069;8696317;5013607;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A7 ;G ;    15,00;
069;8696317;5013608;D;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A8 ;G ;    15,00;
069;8696317;5013609;L;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A9 ;G ;    15,00;
069;8696317;5013610;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A10;G ;    15,00;
069;8696317;5013611;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A11;G ;    15,00;
069;8696317;5013612;C;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A12;G ;    15,00;
069;8696317;5013613;K;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A13;G ;    15,00;
069;8696317;5013614;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A14;G ;    15,00;
069;8696317;5013615;D;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A15;G ;    15,00;
069;8696317;5013616;L;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A16;G ;    15,00;
069;8696317;5013617;T;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A17;G ;    15,00;
069;8696317;5013618;E;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A18;G ;    15,00;
069;8696317;5013619;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A19;G ;    15,00;
069;8696317;5013620;K;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A20;G ;    15,00;
069;8696317;5013621;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A21;G ;    12,00;
069;8696317;5013622;D;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A22;G ;    15,00;
069;8696317;5013623;L;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A23;G ;    15,00;
069;8696317;5013624;T;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A24;G ;    15,00;
069;8696317;5013625;E;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A25;G ;    15,00;
069;8696317;5013626;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A26;G ;    15,00;
069;8696317;5013627;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A27;G ;    30,00;
069;8696317;5013628;F;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A29;G ;    20,00;
069;8696317;5013629;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A30;G ;    27,00;
069;8696317;5013630;L;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A31;G ;    15,00;
069;8696317;5013631;T;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A32;G ;    15,00;
069;8696317;5013632;E;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A33;G ;    15,00;
069;8696317;5013633;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A34;G ;    15,00;
069;8696317;5013634;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A35;G ;    15,00;
069;8696317;5013635;F;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A36;G ;    15,00;
069;8696317;5013636;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A37;G ;    15,00;
069;8696317;5013637;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A38;G ;    15,00;
069;8696317;5013638;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A39;G ;    15,00;
069;8696317;5013639;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A40;G ;    15,00;
069;8696317;5013640;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A41;G ;    10,00;
069;8696317;5013641;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;A42;G ;    10,00;
069;8696317;5013645;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;B44;G ;     7,00;
069;8696317;5013646;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;B44;G ;     7,00;
069;8696317;5013647;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;B45;G ;    15,00;
069;8696317;5013652;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;B46;G ;    15,00;
069;8696317;5013654;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;B47;G ;     7,00;
069;8696317;5013656;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;B47;G ;     7,00;
069;8696317;5013658;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;B48;G ;    15,00;
069;8696317;5013659;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;B49;G ;    15,00;
069;8696317;5013660;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;B50;G ;    15,00;
069;8696317;5013661;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;B51;G ;    15,00;
069;8696317;5013662;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;B52;G ;    15,00;
069;8696317;5013663;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;B53;G ;    15,00;
069;8696317;5021132;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-1;C71;G ;    23,00;
069;8696317;5030603;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;00;G1 ;C ;    76,75;
069;8696317;5030615;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;00;H1 ;C ;    76,75;
069;8696317;5036983;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;15;  2;T ;     3,00;
069;8696317;5036984;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;15;  3;T ;     3,00;
069;8696317;5036985;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;15;  4;T ;     3,00;
069;8696317;5036986;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;15;  5;T ;     3,00;
069;8696317;5036987;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;15;  6;T ;     3,00;
069;8696317;5036988;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;15;  7;T ;     3,00;
069;8696317;5036989;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;15;  8;T ;     3,00;
069;8696317;5036990;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;15;  9;T ;     3,00;
069;8696317;5036991;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;15; 10;T ;     3,00;
069;8696317;5036992;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;15; 11;T ;     3,00;
069;8696317;5036993;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;15; 12;T ;     3,00;
069;8696317;5036994;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;15; 13;T ;     3,00;
069;8696317;5036996;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;15; 15;T ;     3,00;
069;8696317;5054531;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A9 ;G ;    20,00;
069;8696317;5069951;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;00;B  ;C ;   133,00;
069;8696317;5075214;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;2E ;G ;    14,75;
069;8696317;5075215;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-2;2E ;G ;    21,51;
069;8696317;5088364;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-1;2E ;G ;    14,14;
069;8696317;5121502;A;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;  2;G ;    13,00;
069;8696317;5121503;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;  3;G ;    13,00;
069;8696317;5121504;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;  4;G ;    13,00;
069;8696317;5121505;B;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;  5;G ;    13,00;
069;8696317;5121506;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;  6;G ;    13,00;
069;8696317;5121507;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;  7;G ;    13,00;
069;8696317;5121508;C;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;  8;G ;    13,00;
069;8696317;5121509;K;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;  9;G ;    13,00;
069;8696317;5121510;Y;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 10;G ;    13,00;
069;8696317;5121511;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 11;G ;    13,00;
069;8696317;5121512;B;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 12;G ;    13,00;
069;8696317;5121513;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 13;G ;    13,00;
069;8696317;5121514;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 14;G ;    13,00;
069;8696317;5121515;C;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 15;G ;    13,00;
069;8696317;5121516;K;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 16;G ;    13,00;
069;8696317;5121517;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 17;G ;    13,00;
069;8696317;5121518;D;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 18;G ;    13,00;
069;8696317;5121519;L;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 19;G ;    13,00;
069;8696317;5121520;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 20;G ;    13,00;
069;8696317;5121521;R;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 21;G ;    13,00;
069;8696317;5121522;C;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 22;G ;    13,00;
069;8696317;5121523;K;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 23;G ;    13,00;
069;8696317;5121524;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 24;G ;    13,00;
069;8696317;5121525;D;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 25;G ;    13,00;
069;8696317;5121526;L;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 26;G ;    13,00;
069;8696317;5121527;T;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 35;G ;    13,00;
069;8696317;5121528;E;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 27;G ;    13,00;
069;8696317;5121529;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 28;G ;    13,00;
069;8696317;5121530;K;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 29;G ;    13,00;
069;8696317;5121531;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 30;G ;    13,00;
069;8696317;5121532;D;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 31;G ;    15,00;
069;8696317;5121533;L;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 32;G ;    15,00;
069;8696317;5121534;T;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 33;G ;    13,00;
069;8696317;5121535;E;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 34;G ;    13,00;
069;8696317;5121536;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 36;G ;    13,00;
069;8696317;5121537;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 37;G ;    13,00;
069;8696317;5121538;F;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 38;G ;    13,00;
069;8696317;5121539;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 39;G ;    13,00;
069;8696317;5121540;L;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 40;G ;    13,00;
069;8696317;5121541;T;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 41;G ;    13,00;
069;8696317;5121542;E;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 42;G ;    13,00;
069;8696317;5121543;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1; 43;G ;    13,00;
069;8696317;5121544;U;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;A  ;G ;    48,00;
069;8696317;5121545;F;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;B  ;G ;    28,00;
069;8696317;5121546;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;C  ;G ;    93,00;
069;8696317;5121547;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;D  ;G ;    67,63;
069;8696317;5121548;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;E  ;G ;    84,00;
069;8696317;5121549;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;F  ;G ;    20,00;
069;8696317;5121550;M;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;G  ;G ;    14,00;
069;8696317;5121552;F;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A1 ;G ;    20,00;
069;8696317;5121553;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A2 ;G ;    20,00;
069;8696317;5121554;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A3 ;G ;    20,00;
069;8696317;5121555;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A4 ;G ;    20,00;
069;8696317;5121556;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A5 ;G ;    20,00;
069;8696317;5121557;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A6 ;G ;    20,00;
069;8696317;5121558;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A7 ;G ;    20,00;
069;8696317;5121559;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A10;G ;    21,00;
069;8696317;5121560;N;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A11;G ;    21,00;
069;8696317;5121561;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A12;G ;    20,00;
069;8696317;5121562;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A13;G ;    20,00;
069;8696317;5121563;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A14;G ;    20,00;
069;8696317;5121564;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A15;G ;    20,00;
069;8696317;5121565;H;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A16;G ;    20,00;
069;8696317;5121566;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A17;G ;    20,00;
069;8696317;5121573;P;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-2;A18;G ;    20,00;
069;8696317;5121649;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;C1A;G ;    36,00;
069;8696317;5121653;V;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-1;C1B;G ;    33,00;
069;8696317;5162832;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-1;C5 ;G ;    73,20;
069;8696317;5162833;W;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-1;C5 ;G ;    24,00;
069;8696317;6033642;G;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;001 ;  ;-3;30A;G ;    15,00;
069;8696317;6038105;X;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;64A;P ;     7,50;
069;8696317;6071132;S;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-3;55A;G ;     7,50;
069;8696317;6092080;Q;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-1;8-1;G ;    25,00;
069;8696317;6092081;B;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-1;8-2;G ;    25,00;
069;8696317;6092082;J;P;001;001;4750;TXAPIÑENEA, CALLE DE          ;003 ;  ;-1;008;G ;    72,46;
069;8696318;5003859;B;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;SM;001;C ;   111,37;
069;8696318;5003859;B; ;002;001;2570;LARRATXO, PASEO DE            ;094 ;  ;SM;050;T ;     7,00;
069;8696318;5003859;B; ;003;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-1;084;P ;    13,00;
069;8696318;5003860;W;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;SM;002;C ;    86,63;
069;8696318;5003860;W; ;002;001;2570;LARRATXO, PASEO DE            ;094 ;  ;SM;046;T ;     8,00;
069;8696318;5003861;H;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;00;  1;C ;    91,80;
069;8696318;5003863;A;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;00;005;C ;    55,00;
069;8696318;5003864;Y;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;00;  4;C ;    62,60;
069;8696318;5003864;Y; ;002;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-1; 71;P ;    13,00;
069;8696318;5003864;Y; ;003;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-1; 36;T ;     8,00;
069;8696318;5003865;Q;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-4; 11;P ;    52,00;
069;8696318;5003866;B;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-4; 10;P ;    13,00;
069;8696318;5003867;J;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-4;  9;P ;    13,00;
069;8696318;5003868;R;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;01;A  ;V ;    80,28;
069;8696318;5003868;R; ;002;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-2; 36;P ;    13,00;
069;8696318;5003868;R; ;003;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-2; 15;T ;     8,00;
069;8696318;5003869;C;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;01;B  ;V ;    75,53;
069;8696318;5003869;C; ;002;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-3; 12;P ;    13,00;
069;8696318;5003869;C; ;003;001;2570;LARRATXO, PASEO DE            ;094 ;  ;SM; 44;T ;     8,00;
069;8696318;5003870;A;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;01;C  ;V ;    78,34;
069;8696318;5003870;A; ;002;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-2; 60;P ;    13,00;
069;8696318;5003870;A; ;003;001;2570;LARRATXO, PASEO DE            ;094 ;  ;SM; 43;T ;     8,00;
069;8696318;5003871;Y;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;01;D  ;V ;    68,56;
069;8696318;5003871;Y; ;002;001;2570;LARRATXO, PASEO DE            ;094 ;  ;SM; 42;T ;     8,00;
069;8696318;5003873;B;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;02;A  ;V ;    80,28;
069;8696318;5003873;B; ;002;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-2; 52;P ;    13,00;
069;8696318;5003873;B; ;003;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-2; 24;T ;     8,00;
069;8696318;5003874;J;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;02;B  ;V ;    75,53;
069;8696318;5003874;J; ;002;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-1; 83;P ;    13,00;
069;8696318;5003874;J; ;003;001;2570;LARRATXO, PASEO DE            ;094 ;  ;16; 52;T ;     8,00;
069;8696318;5003875;R;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;02;C  ;V ;    78,34;
069;8696318;5003875;R; ;002;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-1; 67;P ;    13,00;
069;8696318;5003875;R; ;003;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-1; 34;T ;     8,00;
069;8696318;5003876;C;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;02;D  ;V ;    68,56;
069;8696318;5003876;C; ;002;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-1; 82;P ;    13,00;
069;8696318;5003876;C; ;003;001;2570;LARRATXO, PASEO DE            ;094 ;  ;SM; 45;T ;     8,00;
069;8696318;5003877;K;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;02;E  ;V ;    78,27;
069;8696318;5003877;K; ;002;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-2; 44;P ;    13,00;
069;8696318;5003877;K; ;003;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-2; 23;T ;     8,00;
069;8696318;5003878;S;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;03;A  ;V ;    80,28;
069;8696318;5003878;S; ;002;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-1; 86;P ;    13,00;
069;8696318;5003878;S; ;003;001;2570;LARRATXO, PASEO DE            ;094 ;  ;SM; 41;T ;     8,00;
069;8696318;5003879;D;P;001;001;2570;LARRATXO, PASEO DE            ;094 ;  ;03;B  ;V ;    75,53;
069;8696318;5003879;D; ;002;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-1; 66;P ;    13,00;
069;8696318;5003879;D; ;003;001;2570;LARRATXO, PASEO DE            ;094 ;  ;-1; 32;T ;     8,00;
